index,term,polarity,termFrom,termTo,context
3483,lady gaga,2,31,40,Jacksonter look at how amazing lady gaga shoes are in that picture ! ; D
3484,barack obama,1,71,83,I think when you spread the wealth around it 's good for everybody . ~ barack obama tcot
3485,charlie sheen,0,106,119,"White people only like uncontroversial niggaz that act like them , but they embrace they own fuckery like charlie sheen . Fuck ' them ! itiswhatitis"
3486,ipad,2,29,33,Take notes by hand -- on the ipad : One promise of the ipad was that it would be great for students . A new note-takin ... .
3487,wii,1,113,116,"melissa_kck thisislauraj ... lego batman , lego star wars , lego indiana jones , and a star wars game . now want wii lightsabers"
3488,kindle,1,4,10,"new kindle economics for wsj : news corp . gets $ 6 or $ 6.50 for $ 15/month subscription . not good enough , says murdoch :"
3489,lindsay lohan,0,0,13,lindsay lohan daddy is a ass hole
3490,britney spears,2,14,28,delayedtweets britney spears has a new song called womanizer . i hope it becomes popular
3491,harry potter,1,44,56,I know it is going to be a good day because harry potter is on today too . I love me some harry potter .
3492,britney spears,1,34,48,"also goodnight to the very dreamy britney spears + playboy loving tomfelton , of course . sleep well thy good tweeps ."
3493,justin bieber,0,0,13,justin bieber is fucking gay jebbuusss
3494,iphone,2,5,11,"dear iphone case , thank you . i feel there is so much you have done for me , but i have done so little for you . love , phil 's iphone ."
3495,britney spears,1,62,76,"no drugs , alcohol , britney orders tour entourage : pop star britney spears ..."
3496,joe biden,0,68,77,America says President Stupid Obama and the sleeping vice president joe biden and the administration says '' YOU 'RE FIRED ''
3497,britney spears,2,114,128,"i can not help myself , i 'm just doing what i do . got my heart set , do anything i want , so thank you . i love britney spears ! : -RRB-"
3498,perez hilton,1,0,12,"perez hilton >> Daryl Hannah Owes The Taxman ! : Not good , girl ! Daryl Hannah has reportedly fallen behind on her ... ."
3499,sarah palin,0,37,48,"I really , REALLY have tried to like sarah palin . But I 'm just NOT a fan of stupid . Stupid people make me violent ."
3500,madonna,2,34,41,I 'm going to tell you about love madonna
3501,al gore,1,28,35,"New iPad application called al gore 's Our Choice . Kind of boring , though . It 's a map of the 2000 election results , but Florida is blue ."
3502,barack obama,1,55,67,Aggies Nat'l Championship hopes are fading faster than barack obama ' is approval ratings ! Hahahahaha so much for that undefeated season .
3503,ipad,0,61,65,geramed Apple Survey - What do you think of Apple products ? ipad sucks ? apple .
3504,lakers,2,15,21,Ca n't wait to lakers take another win for that ring . HatersIcantHearYou
3505,madonna,1,28,35,me singing like a virgin by madonna
3506,britney spears,1,16,30,gossip girls >> britney spears : mexican bikini babe : taking a break from her work obligatio . .
3507,windows 7,2,7,16,yeah . windows 7 is pretty awesome . i do n't know how computers were used before it .
3508,google wave,1,44,55,would you be willing to spare an invite for google wave to me ?
3509,windows 7,1,0,9,"windows 7 home premium will also not support bitlocker drive encryption , applocker & branchcache distributed cache ."
3510,madonna,0,30,37,Guy Ritchie breaks silence on madonna : ' I still love her but she 's retarded ' -LRB- via enemy Magazine -RRB-
3511,shakira,2,53,60,"I have so many legends i LOVE and one of them is ... shakira so many albums , i just love her < 3"
3512,madonna,1,22,29,once again i agree ha madonna is one sexy granny : p
3513,alicia keys,1,77,88,"Curtindo '' All Of The Lights '' -LRB- ft . John Legend , Rihanna , Fergie , alicia keys , Kanye West & Elton John , Kid Cudi -RRB- de kanye west ."
3514,britney spears,0,44,58,"it 's britney , bitch ! : i was pulled to a britney spears concert for my beloved girlfriend . the things i do for he . ."
3515,justin bieber,2,11,24,RETWEET If justin bieber is not following you so I can send a deathmatch to him with your twitter names :-RRB- Must be following ItsLovatoBieber HURRY
3516,lady gaga,1,68,77,Fashgasm 23.3.2011 > Industry news & changes : ... changing face of lady gaga Fashion photo shoots The area to wa ... .
3517,sarah palin,1,40,51,"it w/b pretty scary if your daughter is sarah palin for halloween , esp . if she carries a rifle and shoots at neighborhood dogs"
3518,lindsay lohan,0,71,84,i wish i could be famous . . and bitch about my angst ridden love like lindsay lohan . . what a hot mess . . and i used to be jealous of her
3519,britney spears,2,37,51,omg omg theshures covered '' 3 '' by britney spears !!!! i love it -LRB- the best music group on youtube by far !!!! -RRB-
3520,harry potter,1,39,51,I wish headaches were like memories in harry potter . You can just pull them out of your temple and toss them in a pensieve .
3521,britney spears,1,0,14,britney spears must be so proud - not !! bringing back many happy memories listening to whitney tracks - yes iam that old !!
3522,britney spears,0,97,111,forced to change the name to ' if you see amy ' by us stations because it sounds like f.u.c.k.me britney spears - ... ♫ ~ erq08
3523,charlie sheen,2,0,13,charlie sheen Bails Out Lenny Dykstra | TMZ.com : A friend in need is a friend indeed -- especially when that friend ... .
3524,lindsay lohan,1,12,25,i feel like lindsay lohan ' s character in the movie ' just my luck ' after she kisses captain kirk for the first time
3525,britney spears,1,11,25,must see : britney spears totally racy in lace for her latest controversial song 3
3526,britney spears,0,71,85,sck and tiredf damn porn ad poppig up as a follower . i d n'teven like britney spears . leave me be damnit !!
3527,john legend,2,96,107,"Why do all the good singer , start with a '' J '' , john mayer , jamie cullum , jon mclaughin , john legend , jason mraz , ..."
3528,micheal jackson,1,27,42,this nigga funny look like micheal jackson on his 8th stage lol
3529,madonna,1,88,95,"Why is Lady gag still on the TT . She 's a cool chick but if it 's about SNL with her a madonna , I see why . That was a horrible skit ."
3530,justin bieber,0,117,130,"I ca n't believe , girls are too stupid , they are going to protest in downtown the 30th of april . Why ??? To bring justin bieber to lebanon !"
3531,harry potter,2,0,12,"harry potter , Sherlock Holmes & Robin Hood to boost UK tourism"
3532,xbox,1,30,34,"'' lego rock band -LRB- wii , xbox 360 or ps3 -RRB- '' -"
3533,harry potter,1,69,81,ha xD the guy '' Mr. Hudson '' in supernova looks like that guy from harry potter . . what 's his name again ? ... tom felton ?
3534,google,0,75,81,I know ! RT AlyaMCR : I HATE translating things from English to Arabic and google translate sucks > : -LRB-
3535,kevin spacey,2,74,86,Heading to Opening Night screening for Margin Call . Super excited to see kevin spacey at work !!
3536,lady gaga,1,67,76,im fan i love your version of paparazzi and i think is better then lady gaga ' is one ^ ^ plz follow me greysonchance
3537,britney spears,1,74,88,i just broke a girls heart 20 times in 1 night because i did n't have any britney spears . she had 20 good songs ??? fuck me sideways .
3538,maradona,0,0,8,maradona you are an idiot ! If Argentina ... I ca n't even think about what would happen if the Argies do n't qualify for the WC . I hope they do !
3539,britney spears,2,68,82,"-LRB- counting 1 2 3 peter , paul & marygettin ' down with 3p ; omg britney spears new song '' 3 '' is in my head and i cant stop singing it ; love it !"
3540,barack obama,1,48,60,Venezuelan President Hugo Chavez says President barack obama does not deserve the Nobel Peace Prize .
3541,nicolas cage,1,72,84,i rated a youtube video -LRB- 5 out of 5 stars -RRB- -- -LSB- ytp -RSB- nicolas cage is a racist woman beater
3542,al gore,0,37,44,Should the US Justice Dept prosecute al gore for his part in the global warming swindle ? .
3543,lady gaga,2,20,29,love ... fashion by lady gaga
3544,taylorswift,1,25,36,Britt plays speak now by taylorswift on guitar ; .
3545,hilary swank,1,0,12,"hilary swank saves animals , flies planes - faded youth blog : `` i am a true believer in pet adoption and have res . ."
3546,justin bieber,0,7,20,I want justin bieber hair flip and the cutest face old ! not like now . This my honest
3547,george bush,1,44,55,"dear nobel peace prize committee , i 'm not george bush too . love , jon . please rt"
3548,barack obama,1,85,97,US Chamber of Commerce : financial reform package ' harmful ' : Photo : AP President barack obama ripped the . .
3549,john boehner,0,10,22,Excuse me john boehner instead of blaming the dem and obama do your job . And lay off barackobama
3550,britney spears,2,31,45,i got ta admit that i loveeeee britney spears
3551,kindle,1,82,88,i downloaded just my faves and 2 communities and wound up with 200 + stories ! my kindle was like : wtf are you doing !?!?!
3552,micheal jackson,1,15,30,the parts with micheal jackson are funnier than hell
3553,obama,0,103,108,YES WE CAN ! -LRB- find more money for war -RRB- . Now THAT 'S Change you can ... throw in the trash . obama disappointing
3554,russell brand,2,41,54,Ca n't believe new remake of Arthur with russell brand got ONE STAR in the Guardian . I did n't realize it was that good ... pointlessremakes
3555,britney spears,1,21,35,-LSB- 411music -RSB- britney spears works a tiny black bikini : and we thank her for it
3556,harry potter,1,58,70,Nintendo vs R4 : The Lawsuit and the Snitch : A very un - harry potter like snitch website opens to combat R4 and t . .
3557,nicki minaj,0,45,56,"iamsotiredof seeing women wanting to be like nicki minaj . . smdh I 'm like . . damn sister , wtf ? Is your self image not good enough for you ?"
3558,britney spears,2,0,14,britney spears always tops the billboard . what does she have ? well i still love her music .
3559,tiger woods,1,61,72,Tiger will make it tough - Monty : Colin montgomery believes tiger woods ' presence would make it '' a better win '' . .
3560,google wave,1,48,59,congratulations to barnett1949 ! you just won a google wave invite !
3561,ashton kutcher,0,0,14,"ashton kutcher Gives Demi Moore Post-Its , Not Diamonds : These shame tactics do not work on pedophiles , they do n ... ."
3562,ashley tisdale,2,0,14,ashley tisdale is the best justin bieber is so cool selena gomez make all the boyz druel
3563,steve jobs,1,46,56,Shout to Ma man Jonesy1911 who understand why steve jobs is a bitch
3564,jimmy carter,1,15,27,"barack obama , jimmy carter part deux tcot . carter was n't as obviously trying to destroy the us ."
3565,google,0,44,50,"I keep searching for video from Chile , but google is n't helping . I keep getting weird results when I type in '' amazing chilean minors '' ."
3566,lady gaga,2,0,9,"lady gaga Please follow me diva ? , you are amazing lady gaga , i love you ♥ Follow me please * -- * 5"
3567,maradona,1,38,46,"The 120 best goals from Diego Armando maradona , the best Argentine soccer player in the world ."
3568,barack obama,1,78,90,Democrats Turning on Obama 's ' Czars ' : You know things are getting bad for barack obama when even Russ Fe . .
3569,nicolas cage,0,88,100,deepdowninside i would like to have the power to make disappear all the movies in which nicolas cage plays a role .
3570,iphone,2,68,74,"its great so far ! then again , i was using a 4 year old phone . my iphone friends seem to like it !"
3571,windows 7,1,53,62,my wired connection has been buggered by a glitch in windows 7 -LRB- and vista -RRB- and wont connect . fuck
3572,lindsay lohan,1,3,16,'' lindsay lohan to judge : i was truant because ... '' and related posts -LRB- -RRB-
3573,lindsay lohan,0,0,13,"lindsay lohan and her sloppy dyke tits go shopping of the day : recent fashion designer , marijuana piece of garbage . ."
3574,kindle,2,11,17,i have the kindle application . it 's pretty cool . i read books this summer while backpacking through europe because of it . : -RRB-
3575,britney spears,1,0,14,britney spears beats angelina in best celebrity mum
3576,bill gates,1,36,46,"Ooh geek famous client , eh ? Is it bill gates ?! ;-RRB- Looking forward to it ."
3577,britney spears,0,65,79,;-RRB- i personally was longing for that option as i do n't like britney spears or any other explicitly cocksucking lady ...
3578,mariah carey,2,44,56,"It 's not the worst duet that 's happened . mariah carey and Westlife , Green Day and U2 or Alexandra Burke and Pitbull take that accolade ."
3579,steve jobs,1,35,45,RT CrisBuckley How to present like steve jobs < -- Love it !
3580,kindle,1,89,95,my eyesight is bad enough from staring at computer monitors 8 hours a day for 20 years . kindle or any other e-reader ? forget it .
3581,lady gaga,0,49,58,"I once said . . nikki minaj will be greater than lady gaga , & niggas thought i was crazy . now who crazy ?"
3582,ipod,1,85,89,i 've been listening to frank all day as well . i got the 3 disc greatest hits on my ipod
3583,barack obama,1,63,75,"Glory , glory hallelujah , glory Clinton could n't fool yeah , barack obama ca n't ignore yeah Rush keep broadcasting on ."
3584,lady gaga,0,58,67,HGM_Barca xicantbetamedix I am sorry my friend but I hate lady gaga too .
3585,ipod,2,49,53,"what the fuck is the big problem with getting an ipod nano for christmas ? if it 's the only thing i 'm asking for , i do n't see the big deal ."
3586,alex rodriguez,1,75,89,"Cameron Diaz wore THE GIRLS apparel while out and about with Yankee-beau , alex rodriguez in NYC . The super t ... The ... ."
3587,ipad,1,33,37,Nunavut_Teacher kylepace Love my ipad but depends what you want . Wrote '' what 's working-what 's not '' blog ipad Ning site .
3588,madonna,0,95,102,the world knew she was gutter slut filth & trash when she kissed that damned old uglyass skank madonna mouth those are what HELL IS MADE UP OF
3589,hilary swank,2,8,20,actress hilary swank is helping animals . i never follow celebrity news -- except for positive stories about celebs ...
3590,madonna,1,42,49,"I 've got it - they 're like a mixture of madonna , Kylie , and Peter Andre , trying to be MGMT . Horror ."
3591,obama,0,64,69,"I 'm a delinquent tweeter ! Its been a few weeks now , but with obama 's war , I must get back to Tweeting !"
3592,britney spears,2,68,82,"rofl yeah ... love the song , but not the chick ! if only it was by britney spears !! then it would be awesome !"
3593,nick cannon,1,15,26,"Mariah Carey & nick cannon Welcome New Twins , '' I Wo n't Ever Be Able To Top This ! '' : Hollywood couple nick cannon ... ."
3594,windows 7,1,13,22,if i install windows 7 64 bit . -LRB- i have a x4 phenom -RRB- will i still be able to use my : 32-bit software ? and has a . .
3595,ipad,0,39,43,Microsoft boss Steve Ballmer hates the ipad and thinks people still have trust in microsoft .
3596,lindsay lohan,2,53,66,i just watched georgia rule earlier . i miss the old lindsay lohan . she was awesome .
3597,lindsay lohan,1,0,13,lindsay lohan news lindsay : samantha 's family cut me off : lindsay lohan refuses to accept the . .
3598,madonna,1,41,48,In the sketch began challenging Lady gag madonna saying : '' You know what madonna : I 'm much more good than you ''
3599,sarah palin,0,21,32,they 're translating sarah palin ' s book to crude representations of totalitarianism with Marmaduke as a protagonist . RESPECT !
3600,britney,2,9,16,album de britney sort demain ? NRJhitmusiconly
3601,lindsay lohan,1,66,79,hey everyone < one second > -LRB- lindsay : earmuffs please -RRB- lindsay lohan ' s dad is planning an intervention -LRB- do n't mess things up by letting her know -RRB-
3602,hilary swank,1,0,12,hilary swank plans to start a family | showbiz spy - celebrity ... : who is she kidding ? nudity should stop in f . .
3603,oprah winfrey,0,28,41,"Every time I randomly watch oprah winfrey on television , I ca n't help but wonder , how the fuck has this idiot been on nationally for 25 years ?"
3604,britney spears,2,7,21,mm 3 - britney spears -LSB- yes i would -RSB-
3605,steve jobs,1,0,10,steve jobs more popular that Oprah ? I already knew this !
3606,britney spears,1,60,74,"musicmonday everything 's just wonderful - lily allen , 3 - britney spears"
3607,madonna,0,44,51,says channel -LSB- V -RSB- playlist today : madonna . hish ! why madonna ? i hate madonna : ' - -LRB-
3608,alicia keys,2,14,25,Speechless by alicia keys and Devil In A New Dress by Kanye just played back to back on my shuffle ... thought that was cool . . lol
3609,barack obama,1,23,35,WASHINGTON ? President barack obama reaffirmed his campaign pledge to end the ban on homosexuals serving o ... says
3610,britney spears,0,30,44,why do i kp gttng these nasty britney spears dng nasty things people following me i have no desire 2 see her do anything sexual i do n't like blonds
3611,micheal jackson,2,14,29,Cant wait for micheal jackson ' s '' THIS IS IT '' movie love you micheal jackson !!!!
3612,sarah palin,1,123,134,"okay just saw an arabian guy with black skinny jeans , flip flops , and a man purse . And a woman that looked exactly like sarah palin ."
3613,google,1,55,61,ashleytisdale i 've seen some f your naked pictures on google . . they are really awesome ! i want more ! i am a pervert !!
3614,britney spears,2,7,21,i like britney spears new song about a threesome . . whooo
3615,hillary clinton,1,23,38,-LSB- via reddit -RSB- hillary clinton has labeled Guinea 's crackdown a '' vile violation '' of people 's rights .
3616,kindle,1,17,23,"before you buy a kindle , check out the nook at barnes & noble - more features , same price ."
3617,justin bieber,0,22,35,Jason McCann = dead . justin bieber = taken . Jason Deeps = with his teacher . girl Mane = MINE !
3618,britney spears,2,85,99,buying music from itunes for my pod ! i love the new songs tik tok by ke $ ha & 3 by britney spears ! '' _
3619,al gore,1,81,88,"LoveNews : Ten Inconvenient Truths about Love | Always Learning : Today I am the al gore of romance , compiling a l ... ."
3620,ipod,1,96,100,about to go to motherfucking nashville . fuck . long awkward ass ride with my parents . with no ipod
3621,mariah carey,0,24,36,Moms said if feels like mariah carey has been pregnant for like 2 years ! Lol yo what 's really good with those twins ?
3622,perez hilton,1,0,12,"perez hilton >> Knock Knock , It 's Wal-Mart At Your Door : Is this a good or bad thing ? We do n't know yet , but i ... ."
3623,ipad,1,37,41,Yesterday was such a great day . The ipad teachung tools conference was a total success . Was n't so satisfied a long ago .
3624,britney,0,34,41,"I do n't do whitney , I do n't do britney , I do n't do lindsey , I made 2 million last wednesday"
3625,lindsay lohan,1,65,78,"-LSB- tonight 's bedtime story : blades & women -RSB- hp is like lindsay lohan , hot sexy girl who ca n't stop screwing her life no matter what she do - >"
3626,britney spears,1,14,28,ery1 listen 2 britney spears '' if you seek amy '' matter of fact say the title of that song slowly then think of the fan base who love that song !
3627,britney spears,0,38,52,spam is annoying : / i do n't care if britney spears did it with other teeny bopper bimbos or sucked cock : s
3628,britney spears,2,5,19,3 by britney spears is pretty good .
3629,google wave,1,41,52,anyone out there want another contact on google wave ? trying to see how useful this will be .
3630,barack obama,1,33,45,Morning ! Weekend Webpoll : Does barack obama deserve to win the Nobel Peace Prize so early in his Presidency ?
3631,lakers,0,84,90,BYE BOY !!! Lebron and the heat taking it this year BuZZeDaPromoter : NIEKA_GREATAZ lakers why you mad because we are the Champs hahahahaahaaa
3632,britney,2,58,65,FFFFF '' I wan na go '' and '' Till The Worlds Ends '' by britney makes me wan na freaking stand up and dance ! Damn !
3633,micheal jackson,1,36,51,how many of you tweeter people like micheal jackson
3634,harry potter,0,30,42,So jayblood331 fell asleep on harry potter 7 wtf . He 's a weirdo everyone love harry
3635,justin bieber,2,85,98,Rise and shine darlings ... or you might miss the drama between Robert Pattinson and justin bieber . Curious ? .
3636,xbox,1,7,11,bloody xbox updated and now it keeps freezing very upsetting
3637,maradona,1,20,28,"probably , but this maradona effort is pretty epic too as it actually lobs the keeper ."
3638,harry potter,0,4,16,the harry potter part was mad random lmao RT DaKidFrankie If she love sports & watch harry potter with me straight up I will wife that broad lol
3639,ipad,2,38,42,New device means new responsibility - ipad is awesome !
3640,ipad,1,35,39,I want a BB Torch or an phone & an ipad . . now thatwouldbeawesome
3641,barack obama,1,10,22,President barack obama has refused to meet the Dalai Lama in Washington this week in a move to curry favor with the Chinese .
3642,gaga,0,11,15,"I can here gaga , just do n't know where I can here the silly cow !"
3643,harry potter,2,20,32,yesterday i watched harry potter and unstoppable . great movies ! two thumbs up for them !
3644,lindsay lohan,1,87,100,"foramilliondollars i would streak the world , but im not fast enough , so i would kiss lindsay lohan ... no less than a million ."
3645,iphone,0,19,25,you fucking got an iphone and it 's complaining . vc pod mudar o plano sempre e iphone é awesome msmo sem web - apps e camera ! 3gs ?
3646,obama,1,20,25,Lawmakers Challenge obama 's Libya Authority .
3647,wii,1,54,57,dê sua opinião : dragon age ou god of war + new mario wii ?
3648,lindsay lohan,0,7,20,'' mr. lindsay lohan ' s daddy '' is a fame whore !
3649,kindle,2,41,47,"friends & strangers , i have purchased a kindle . i shall review its performance for your convenience in the near future ..."
3650,jimmy carter,1,70,82,i love how the powderpuff media asks compelling questions . . you get jimmy carter in front of you and you do n't ask . .
3651,britney spears,1,79,93,"michael jackson , kate gosselin , sarah palin , bernie madoff , lady gag , and britney spears are this year 's most popular halloween costumes ."
3652,britney spears,0,46,60,hahaha no you don ! lol remember lady gag and britney spears for halloween !
3653,harry potter,2,12,24,"imjus_tokyo harry potter , unstoppable , love and the other drugs ..."
3654,harry potter,1,87,99,is it bad that i get every single reference and understand all the satire in '' a very harry potter musical ? ''
3655,britney spears,1,5,19,"dear britney spears , please go back to being fat and not making music ."
3656,britney spears,0,107,121,okay penis penis penis i love penis ? who loves penis ? joe does ... because he got ta big one ! woooo omg britney spears sucks penis too !
3657,lindsay lohan,2,7,20,i love lindsay lohan !! georgia rule .
3658,britney spears,0,87,101,those twins on x factor . . who the hell thought it 'd be a good idea for them to sing britney spears ? so terrible . .
3659,lindsay lohan,1,79,92,dream and never giving up no matter what then yeah she 's a great role model . lindsay lohan is another story & i agree with ryan
3660,micheal jackson,1,25,40,musicmonday this is it - micheal jackson . i actually really like it . * -LRB- :
3661,wii,0,10,13,i hate my wii
3662,steve jobs,2,22,32,Disney Stores get the steve jobs touch : `` It 's truly spectacular -- beyond our imagination . ''
3663,google wave,1,23,34,who wants to play with google wave ? deathmatch me if you would like an invite . i have a couple left ...
3664,iphone,0,29,35,definitely droid . i have an iphone and i ca n't wait to get rid of it for an android phone !
3665,britney spears,2,13,27,listening to britney spears . . i love her !! : -RRB-
3666,barack obama,1,23,35,Kanye West is angry at barack obama for winning the Nobel Peace Prize . He thought Beyonce should have won it . ; -RRB-
3667,joe biden,0,0,9,joe biden got caught sleeping on the job lol goes to show that no matter how high up you are ... we 're all human
3668,madonna,1,133,140,I miss New York . I still love how people talk to you on the street - just assault you and tell you what they think of your jacket - madonna
3669,harry potter,1,50,62,Was told by a homeless man today that I look like harry potter . This marks the second time in my life a homeless person has told me this .
3670,windows 7,0,0,9,windows 7 upgrade advisor will not run -LRB- unexpected error -RRB-
3671,xbox,2,4,8,"new xbox day is a good day . i almost fell asleep in pysch , bummer because we discussed the stages of life . my prof . is amazing ."
3672,britney spears,1,60,74,i love my b.f.f. hillary van orden !!!!! so we went too see britney spears in april . . now we are going to see lady gag . . stoked ...
3673,lakers,0,15,21,MsYellow_Light lakers suck lol
3674,taylor swift,2,27,39,Ca n't wait to finally see taylor swift in Concert this year -LRB- :
3675,hillary clinton,1,0,15,hillary clinton hails special relationship
3676,justin bieber,0,13,26,Woke up to a justin bieber mash up e.e
3677,windows 7,2,0,9,windows 7 has made fast computer almost unusable : hey everyone . i just recently made the upgrade from windows v . .
3678,lady gaga,1,0,9,lady gaga at goggle : the pop star answers fans ' questions .
3679,madonna,1,82,89,HungUp time goes by . so slowly . time goes by . so slowly . for those who wait . madonna
3680,anderson cooper,0,120,135,I ca n't believe that I thought I would not be able to find a channel playing the royal wedding . Have my choice of 5 . anderson cooper FTW
3681,justin bieber,2,69,82,"'' Who 's that from ? '' '' My boyfriend . '' '' ... Me ? '' '' No , justin bieber . '' '' That 's tight ... who 's it from ? ''"
3682,wii,1,52,55,later getting together with friends . good food and wii bowling .
3683,madonna,0,11,18,Tbf I hate madonna ... Needs to pack up and start a constructive hobby ... Like knitting .
3684,britneyspears,2,66,79,WOOOOOOOOOOW I wan na goooo !!! I fucking love it ... FemmeFatale britneyspears
3685,windows 7,1,9,18,these '' windows 7 was my idea '' ads do n't boos my confidence in windows 7 . why would i want computer software designed by idiot schmos ?
3686,joe biden,0,110,119,"Amazingly , this story is NOT from The Onion . -- Osama bin Laden to al-Qaeda : ' Do n't bother assassinating joe biden ' ."
3687,kindle,2,9,15,love the kindle . still have lots of books . kindle offers more than i can carry .
3688,tiger woods,1,42,53,Tiger Leads at East Lake : It is easy for tiger woods to sink an eagle putt of less than five feet and sink a bye . .
3689,britney spears,1,0,14,britney spears bosh 's victory returns internet names to celebs - foxsports.com : ctv . cabosh 's v . .
3690,katy perry,0,62,72,I cant believe i 'm saying this but mila kunis is hotter than katy perry ...
3691,arnold schwarzenegger,2,40,61,Probably hinting at California Governor arnold schwarzenegger and his suit now before the Supreme Court regarding ... .
3692,ipod,1,61,65,"i am quite good at making playlists that make me hyper on my ipod , if i do say so myself : ' -RRB-"
3693,xbox,1,91,95,"rob , will i get banned for playing a legitimate copy of modern warfare 2 on a non flashed xbox before release date ?"
3694,britney spears,0,37,51,that 's as bad as when rachel mocked britney spears for going nuts and being white trash
3695,micheal jackson,2,0,15,micheal jackson was and in my mind is a genius . Love and respect R.I.P micheal jackson -LRB- the true king of pop -RRB- so please do n't disrespect MJ
3696,barack obama,1,0,12,"barack obama ' is amazingly consistent smile . Quite interesting , funny , weird and yes , impressive ."
3697,john mayer,1,0,10,john mayer room for squares
3698,madonna,0,0,7,"madonna is an idiot , there is nothing good about her . End of ."
3699,obama,2,12,17,I felt like obama would n't dictate policy for the rest of the world . I have to trust that he is in the business of protecting civilians
3700,ipod,1,50,54,"lollypop man is on his jawbone , blackberry , got ipod earpiece in & its not how i remember lollypop men at school ! slightly surreal"
3701,micheal jackson,1,0,15,micheal jackson to harsh ?
3702,windows 7,0,15,24,i hate the new windows 7 adverts
3703,mc hammer,2,0,9,mc hammer has just come on to the radio and I just found myself clicking my fingers along to it . Oh dear . I think I may need help !!
3704,ipod,1,86,90,wanted to take a photo of new moon on the side of the bus but remembered i 've got an ipod not an phone ! please father christmas !
3705,ipod,1,75,79,its a sad day a very sad day ... my itunes is no more ... all i have is my ipod with all the magic and it ... smh what ima do without my actual library
3706,lakers,0,43,49,------------- > RT inibbleonclits Fuck the lakers LOL . . Teamceltics
3707,ipod,1,22,26,i hate when i have my ipod but not my headphones
3708,ipod,1,7,11,yes my ipod is now jailbroken
3709,katy perry,0,6,16,Messy katy perry confuses Brand : Singer katy perry infuriates husband Russell Brand because she 's so messy . .
3710,harry potter,1,53,65,The only reason I know what a bin is is from reading harry potter !
3711,micheal jackson,0,75,90,smh i think ma twittercrush has a crush ... ... ... . this is bad real bad micheal jackson
3712,miley cyrus,2,28,39,Im proud to say this I 'm a miley cyrus fan Yes I do have the Cyrus Virus & I 'm loving life : -RRB-
3713,maradona,1,18,26,"Argentinians want maradona ' is head : Nearly 64 per cent of the 88,000 people voted against maradona in a poll ."
3714,barack obama,1,76,88,rt rainbownews Obama to take on military gay ban a ' right time ' President barack obama will focus '' at the right time ''
3715,madonna,0,7,14,YAY !! madonna 1 on the World Chart and 1 on the European Hot 100 Chart !! Go on with your bad self ! ; -RRB-
3716,justin timberlake,2,0,17,justin timberlake i love him but i want that timber more than the lake lol
3717,psp,1,25,28,how do i put music on my psp a definitive guide ! - so you finally got your new psp ! i 'm sure you are eager to e ...
3718,hilary swank,1,26,38,"- we ca n't get enough of hilary swank and the adorable puppies ! for more ih4th info , visit www.ih4th.com ."
3719,soulja boy,0,8,18,"i blame soulja boy & LiLB for the vocal abuse of the word swagg , people done took that shit & ran with it ... swaggdeeznuts"
3720,charlie sheen,2,34,47,"Turn_The_Page1 Social media fuels charlie sheen 's intern race into round three , 250 hopefuls : ... . ForBusinessGrowth"
3721,barack obama,1,106,118,"Key Democrat urges better strategy for Afghanistan : However , Republican lawmakers argued that President barack obama would be making a m . ."
3722,iphone,1,0,6,iphone is almost dead . some days it last all day some days it 's dead at 4 ... wtf
3723,oprah,0,31,36,100factsaboutme i had sex with oprah and she gave million to keep ma mouth shut oops
3724,martha stewart,2,12,26,"Think about martha stewart 's feed . SO much fun , and spends the volume on MSNBC : Mid-haircut stabbing . ."
3725,lindsay lohan,1,7,20,i miss lindsay lohan before she was a cracked out lesbian
3726,google,0,41,47,"Am I the only one who freaking hates the google images jazz that they have done , it 's a curse on slow internet : /"
3727,justin bieber,2,31,44,"who is your favorite singer ?? justin bieber , Usher , Jay-Z or Bruno Mars ? vote now on Facebook !! = = > . - ad"
3728,barack obama,0,64,76,"I would rather b called angry Mob & Idiots who did not vote for barack obama , Than supporting with Head up his Lower Backside Orifice tlot"
3729,ipad,2,19,23,I finally have the ipad and it 's awesome ! Now what apps are the coolest to show off to friends ?
3730,harry potter,1,70,82,RT : Have alerted security at Kirribilli House to keep an eye out for harry potter and his little band of toilet paper toting miscreants
3731,britney spears,1,61,75,"ooh , another britney song plays after . . playing : lucky - britney spears . . x ''"
3732,nicolas cage,0,0,12,nicolas cage is not responsible for his financial irresponsibility : when it comes to taking the blame for his reply . .
3733,sarah palin,1,66,77,RT JizzyWorld : what the hell is the deal with that $ 1.1 million sarah palin authographed box on ebay ?
3734,windows 7,1,31,40,"ca n't help but chuckle at the windows 7 commercials , it 's pretty much summed up as people want what microsoft promised with vista ."
3735,steve jobs,0,5,15,"Fake steve jobs : Dear U.S. Chamber of Commerce : You are totally full of shit , now please sit down and shut the fuck up"
3736,psp,2,4,7,"new psp store !!! warren , mi grand opening , nov . 6 & 7 ! pizza party , specials , face painting and more ! check it out -"
3737,steve jobs,1,91,101,Great meeting with CEO of Bloomsbury . He managed to sandwich me in between JK Rowling and steve jobs . I was the cheap meat in the ciabatta .
3738,wii,1,3,6,uh wii football with the guys ? wow . im glad i have friends that are girls who like to hang out .
3739,katy perry,0,0,10,katy perry sang E.T. live American Idol . She did n't manage to reach the high part . Awful .
3740,britney spears,2,24,38,im listening '' 3 '' by britney spears . . what a amazing song !
